,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,WRDPOSin,WRDPOSuh,RDFRE,RDFKGL,RDL2,class
nf kellog 1999.txt,39,253,5869,6.486999989,3.507999897,23.91699982,14.4090004,1.835999966,1.059000015,5.481999874,2.987999916,-1.613000035,5.369999886,0.109999999,54.38000107,0.079000004,52.79000092,-0.136999995,44.83000183,-0.164000005,43.63999939,-0.92900002,17.87999916,-1.231999993,10.93000031,-0.625999987,26.76000023,0.566999972,0.662999988,0.662999988,0.377999991,0.463,0.476999998,0.126000002,0.137999997,0.072999999,0.105999999,0.090999998,0.037999999,0.273000002,0.187999994,0.231999993,0.172000006,0.453000009,0.209999993,0.377999991,0.105999999,0.377000004,0.233999997,86.26000214,125.7320023,74.28900146,24.5359993,21.29800034,2.897000074,12.94900036,22.6609993,42.59700012,73.43699646,2.38499999,26.40999985,32.54399872,8.859999657,0.231000006,2.094000101,0.068999998,0.441000015,0.805999994,6.039999962,1.309999943,0.609000027,0.867999971,0.848999977,0.114,0.094999999,393.0820007,121.6559982,16.01600075,152.326004,8.178999901,2.214999914,17.37899971,10.90499973,364.1170044,94.0530014,101.3799973,29.98900032,17.03899956,0.170000002,12.43799973,0.510999978,0.170000002,1.192999959,1.904000044,2.752000093,1.075999975,407.9719849,555.96698,399.5109863,414.3309937,431.6870117,3.266000032,6.198999882,1.717000008,2.266000032,140.2279968,0,27.96299934,15.12199974,10.80799961,nf
nf Manor Care Inc 1997.txt,39,188,4548,4.821000099,4.254000187,24.64900017,15.59700012,1.870000005,1.121999979,5.544000149,3.089999914,-1.633000016,5.159999847,0.289999992,61.02999878,-0.342999995,36.68999863,0.128999993,54.77999878,-0.039999999,48.40000153,-1.414000034,7.929999828,-3.056999922,0.109999999,0.064999998,52.38999939,0.588,0.64200002,0.722000003,0.467000008,0.522000015,0.584999979,0.116999999,0.115999997,0.075999998,0.104000002,0.016000001,0.003,0.307999998,0.182999998,0.287,0.169,0.388000011,0.280999988,0.40200001,0.108000003,0.375,0.239999995,70.25900269,104.1650009,94.54699707,25.06599998,33.20100021,14.07199955,7.035999775,17.37000084,63.76399994,82.23400116,14.07199955,24.18600082,32.3219986,9.454999924,0.333000004,1.909000039,0.07,0.287,0.864000022,5.318999767,1.24000001,0.614000022,0.867999971,0.842000008,0.094999999,0.088,414.0280151,121.1520004,9.894000053,140.2810059,7.915999889,3.737999916,18.46999931,7.475999832,368.5130005,85.31199646,104.4420013,18.46999931,5.936999798,0,0,0,0,0.879999995,1.866000056,2.770999908,1.029000044,410.4869995,553.7139893,370.7690125,395.144989,425.4639893,3.263000011,7.173999786,1.75,2.611000061,128.628006,0,24.07900047,15.90999985,8.343000412,nf
nf Manor Care Inc 1998.txt,80,413,10285,5.163000107,4.184000015,25.3560009,14.83300018,1.835000038,1.077999949,5.427999973,2.967000008,-1.616999984,5.369999886,0.308999985,61.79000092,-0.319999993,37.45000076,0.460999995,67.72000122,-0.028000001,49.20000076,-1.324000001,9.340000153,-2.279999971,1.129999995,-0.481999993,31.55999947,0.670000017,0.716000021,0.745000005,0.469999999,0.518000007,0.558000028,0.141000003,0.131999999,0.081,0.111000001,0.024,0.003,0.32100001,0.184,0.27700001,0.179000005,0.416000009,0.247999996,0.40200001,0.101999998,0.279000014,0.163000003,67.47000122,101.9089966,85.7559967,25.95999908,32.08599854,12.2510004,8.944999695,17.79299927,53.76800156,76.90799713,11.27900028,24.20999908,32.5719986,9.819999695,0.344000012,1.832999945,0.068999998,0.331999987,0.811999977,6.123000145,1.373000026,0.606000006,0.851000011,0.827000022,0.097000003,0.086000003,391.5409851,125.3280029,11.56999969,144.8710022,9.626000404,4.084000111,15.7510004,10.11200047,361.8869934,93.72899628,95.6740036,18.95999908,8.166999817,0,0.680999994,0,0,1.652999997,1.840999961,2.770999908,1.085000038,410.0029907,550.3579712,375.9630127,396.7900085,424.2170105,3.355999947,7.164999962,1.797999978,2.64199996,130.9669952,0,26.31699944,15.77499962,9.147999763,nf
nf Manpower 2007.txt,257,759,16978,2.953000069,3.295000076,23.13699913,11.96899986,1.828999996,1.04400003,5.446000099,3.019999981,-1.129999995,12.92000008,0.273999989,60.63999939,-0.689999998,24.51000023,0.699000001,75.48999786,0.097999997,53.59000015,-1.654000044,4.949999809,-2.213000059,1.360000014,-0.300000012,38.20999908,0.606000006,0.720000029,0.707000017,0.372999996,0.546000004,0.5,0.167999998,0.160999998,0.096000001,0.126000002,0.211999997,0.057,0.340000004,0.199000001,0.319999993,0.185000002,0.361000001,0.217999995,0.412999988,0.112000003,0.224000007,0.120999999,65.77100372,115.7440033,90.23400116,26.50499916,32.04100037,9.836000443,13.89999962,14.07699966,55.95500183,84.10900116,9.246999741,23.6779995,35.28099823,9.423999786,0.488999993,1.726999998,0.066,0.342000008,0.819000006,5.120999813,1.218999982,0.600000024,0.838,0.818000019,0.101000004,0.078000002,399.6350098,132.5240021,16.96299934,152.0789948,8.423000336,2.767999887,17.78800011,11.89799976,327.4830017,90.58799744,102.0739975,25.97500038,42.46699905,0,36.3409996,0.236000001,0,4.241000175,1.886999965,2.776000023,0.986999989,416.8439941,550.7559814,373.9429932,395.6740112,415.302002,3.260999918,6.830999851,1.707000017,2.272000074,137.7669983,0,29.39699936,14.7159996,11.83699989,nf
nf Manpower 2008.txt,249,757,18078,3.039999962,3.119999886,24.66300011,16.30500031,1.832999945,1.054999948,5.445000172,3.048000097,-1.069000006,14.22999954,0.143000007,55.56999969,-0.651000023,25.78000069,0.709999979,75.80000305,0.27700001,60.63999939,-1.633999944,5.159999847,-2.345000029,0.959999979,-0.238999993,40.52000046,0.619000018,0.739000022,0.716000021,0.38499999,0.569000006,0.501999974,0.163000003,0.144999996,0.097000003,0.125,0.231000006,0.066,0.335000008,0.194000006,0.305999994,0.187000006,0.377999991,0.233999997,0.412999988,0.115000002,0.218999997,0.116999999,65.75099945,114.3590012,93.4280014,27.60300064,35.06999969,11.44999981,14.05000019,14.76900005,57.52799988,85.5739975,10.84200001,21.51799965,33.57699966,9.293000221,0.559000015,1.85800004,0.063000001,0.349000007,0.823000014,5.539999962,1.205000043,0.606999993,0.846000016,0.825999975,0.097999997,0.075000003,399.4909973,135.8560028,17.31399918,152.3950043,7.68900013,3.09800005,18.08799934,12.4460001,326.5840149,91.43599701,102.5559998,25.27899933,43.25699997,0,37.00600052,0.221000001,0,4.369999886,1.88499999,2.782999992,0.999000013,417.072998,550.6480103,374.5400085,395.6730042,413.553009,3.299999952,6.836999893,1.707999945,2.27699995,136.0220032,0,27.52400017,15.35299969,11.34200001,nf
nf marathon oil 2010.txt,579,1460,31864,2.522000074,1.889999986,22.20299911,13.35999966,1.827999949,1.074000001,5.402999878,3.049000025,-1.54400003,6.179999828,0.620000005,73.23999786,-0.374000013,35.56999969,0.201000005,57.93000031,-0.152999997,44.04000092,-1.845999956,3.289999962,-2.471999884,0.680000007,-0.208000004,42.06999969,0.561999977,0.651000023,0.671000004,0.338,0.455000013,0.458999991,0.137999997,0.148000002,0.077,0.119000003,0.143000007,0.057,0.294999987,0.208000004,0.307000011,0.195999995,0.349999994,0.213,0.398000002,0.119000003,0.191,0.101999998,73.34500122,126.6320038,87.90499878,24.95000076,29.03000069,9.69699955,11.45499992,14.24800014,56.52099991,81.78500366,9.100999832,25.04400063,34.36500168,12.11400032,0.372000009,1.350999951,0.056000002,0.328999996,0.832000017,5.043000221,1.378000021,0.617999971,0.851999998,0.829999983,0.097999997,0.075999998,388.1499939,131.9360046,13.14999962,139.9069977,12.52200031,3.483999968,15.06400013,9.57199955,353.5650024,89.44300079,110.4069977,22.84799957,28.52700043,0.063000001,26.39299965,0,0.219999999,0.722000003,1.789000034,2.720000029,0.978999972,404.7269897,547.2109985,391.8959961,406.4819946,415.7290039,3.263000011,6.313000202,1.659000039,2.286000013,129.173996,0,30.0340004,14.49199963,7.913000107,nf
nf marathon oil 2012.txt,334,843,18973,2.523999929,1.983999968,22.93000031,13.27700043,1.782999992,1.059999943,5.287000179,2.992000103,-1.412999988,7.929999828,0.513999999,69.5,-0.192000002,42.47000122,0.208000004,57.93000031,-0.162,43.63999939,-1.623000026,5.260000229,-2.605999947,0.469999999,-0.381000012,35.20000076,0.550000012,0.634000003,0.653999984,0.347000003,0.451000005,0.455000013,0.133000001,0.138999999,0.079999998,0.115000002,0.165000007,0.079999998,0.282000005,0.194000006,0.282000005,0.187000006,0.330000013,0.211999997,0.384000003,0.111000001,0.236000001,0.133000001,72.05599976,120.1200027,87.38700104,24.66699982,30.62199974,10.8579998,10.75199986,14.49400043,57.97700119,80.43000031,10.38300037,25.35199928,35.47100067,12.70199966,0.398000002,1.194000006,0.052999999,0.335999995,0.816999972,5.329999924,1.297999978,0.605000019,0.853999972,0.833999991,0.100000001,0.079999998,391.9249878,133.7689972,13.54599953,145.6809998,11.64799976,2.63499999,15.70699978,9.487000465,344.1730042,91.33999634,109.5770035,22.24200058,28.82999992,0,26.61700058,0,0.368999988,0.737999976,1.83099997,2.76699996,0.967000008,398.7229919,549.1779785,393.2460022,409.4760132,417.5280151,3.390000105,6.217999935,1.654999971,2.203999996,134.822998,0.052999999,33.14899826,14.22700024,8.710000038,nf
nf MetalCorp 2012.txt,30,139,2858,4.632999897,2.734999895,20.9279995,11.2670002,1.80400002,1.021000028,5.383999825,2.924999952,-1.773000002,3.839999914,0.114,54.38000107,-0.013,49.59999847,-0.934000015,17.62000084,-0.298999995,38.20999908,-0.197999999,42.47000122,-2.148000002,1.620000005,-0.720000029,23.57999992,0.449000001,0.522000015,0.564999998,0.280000001,0.324999988,0.38499999,0.088,0.108999997,0.048,0.082000002,0.057999998,0.013,0.219999999,0.177000001,0.188999996,0.165999994,0.356999993,0.180000007,0.323000014,0.115000002,0.549000025,0.340000004,89.93800354,115.9789963,84.67500305,22.04299927,19.94400024,6.297999859,14.6960001,7.697999954,53.5340004,80.8259964,4.548999786,25.19199944,34.63999939,8.397000313,0.370000005,1.720000029,0.098999999,0.463,0.774999976,4.460000038,1.320000052,0.630999982,0.889999986,0.870000005,0.094999999,0.086000003,370.5390015,153.6040039,15.39500046,130.1609955,11.19699955,1.748999953,17.14500046,14.34599972,351.644989,101.8190002,111.2669983,25.54199982,23.09300041,0,9.796999931,0,0,1.748999953,1.922999978,2.796999931,1.105000019,400.7290039,550.3250122,397.4129944,411.2650146,416.6029968,3.654999971,6.230000019,1.58099997,2.279000044,128.7610016,0,33.34700012,13.7159996,8.088000298,nf
nf microsoft 1998.txt,99,306,5747,3.09100008,4.172999859,19.12700081,11.42000008,1.847000003,1.049000025,5.544000149,2.976000071,-1.411999941,7.929999828,0.574000001,71.56999969,-0.493000001,31.20999908,-0.275999993,39.36000061,-0.241999999,40.52000046,-1.184000015,11.89999962,-2.555000067,0.540000021,-0.620000005,26.76000023,0.550999999,0.633000016,0.623000026,0.368000001,0.455000013,0.444000006,0.114,0.120999999,0.066,0.094999999,0.082000002,0.023,0.259000003,0.187999994,0.191,0.169,0.324999988,0.222000003,0.370000005,0.114,0.393000007,0.247999996,82.00900269,120.1719971,92.39600372,22.96899986,24.70899963,4.872000217,10.43999958,16.3560009,61.42300034,89.26399994,4.349999905,26.97100067,36.54100037,13.05000019,0.352999985,1.236999989,0.083999999,0.317999989,0.805000007,5.209000111,1.164999962,0.648000002,0.875999987,0.856999993,0.090999998,0.090000004,395.1629944,147.0330048,20.01000023,127.5449982,6.785999775,2.78399992,21.92399979,14.26799965,366.973999,101.2689972,103.3580017,30.625,25.40500069,0.69599998,13.74600029,0.870000005,0,3.480000019,1.967000008,2.762000084,1.197000027,414.5310059,553.7180176,377.7659912,394.6679993,420.5650024,3.595000029,6.580999851,1.651000023,2.424000025,122.8470001,0,31.51600075,13.52900028,10.17099953,nf
nf microsoft 1999.txt,119,340,6764,2.857000113,1.771999955,20.32600021,10.32400036,1.853000045,1.085000038,5.577000141,3.032000065,-1.57099998,5.820000172,0.572000027,71.56999969,-0.49000001,31.20999908,-0.280000001,38.97000122,-0.144999996,44.43000031,-0.970000029,16.60000038,-2.730999947,0.319999993,-0.651000023,25.78000069,0.524999976,0.601999998,0.592999995,0.375,0.437999994,0.449999988,0.108999997,0.118000001,0.067000002,0.098999999,0.112000003,0.024,0.263000011,0.188999996,0.282999992,0.199000001,0.335999995,0.202000007,0.377000004,0.108999997,0.374000013,0.231000006,81.34400177,130.5339966,91.80999756,23.35899925,27.05500031,7.835999966,9.31400013,20.69799995,61.05899811,86.93099976,6.209000111,27.79400063,36.81299973,10.34899998,0.323000014,1.605999947,0.100000001,0.407000005,0.791000009,5.162000179,1.197999954,0.632000029,0.869000018,0.842000008,0.105999999,0.086000003,389.2669983,149.0240021,22.47200012,127.7350006,8.869999886,3.105000019,19.0720005,13.60099983,362.0639954,102.3059998,103.637001,33.26499939,21.58499908,0.296000004,6.061999798,2.957000017,0,5.322000027,1.962000012,2.762000084,1.208999991,411.0559998,552.7349854,378.769989,394.9389954,422.1199951,3.509000063,6.609000206,1.661000013,2.413000107,119.7519989,0,29.87899971,14.0340004,10.7329998,nf
nf Motorola 2006.txt,521,1393,33199,2.674000025,1.699000001,24.44400024,15.67599964,1.858999968,1.083999991,5.448999882,3.130000114,-1.289000034,9.850000381,0.300000012,61.79000092,-0.541999996,29.45999908,0.885999978,81.05999756,-0.133000001,44.83000183,-1.61500001,5.369999886,-1.960999966,2.5,-0.550999999,29.12000084,0.676999986,0.777999997,0.765999973,0.43599999,0.560000002,0.535000026,0.173999995,0.159999996,0.097000003,0.123999998,0.153999999,0.046999998,0.333999991,0.192000002,0.340999991,0.177000001,0.393000007,0.221000001,0.407999992,0.108000003,0.169,0.088,59.97399902,114.3379974,84.67099762,27.04899979,28.2840004,8.041999817,9.42800045,13.76500034,51.23600006,79.61100006,7.109000206,21.47699928,30.0909996,11.17500019,0.400999993,1.738999963,0.074000001,0.360000014,0.796000004,5.473999977,1.258000016,0.605000019,0.832000017,0.805999994,0.088,0.075000003,393.8070068,144.1909943,16.23500061,144.9140015,10.24100018,3.885999918,16.62700081,13.91600037,338.9249878,96.8710022,102.5329971,26.26499939,28.64500046,1.837000012,21.29599953,0,0,1.386000037,1.856999993,2.759000063,0.995999992,406.9349976,549.8660278,387.7290039,404.5320129,413.178009,3.273999929,6.597000122,1.636999965,2.29399991,131.2689972,0,25.37299919,15.64099979,10.68099976,nf
nf Motorola 2007.txt,432,1111,26813,2.572000027,1.700000048,24.61400032,17.27300072,1.904000044,1.108999968,5.520999908,3.15199995,-1.325999975,9.340000153,0.319999993,62.16999817,-0.476000011,31.92000008,0.708999991,75.80000305,0.017999999,50.40000153,-1.656999946,4.949999809,-2.480000019,0.660000026,-0.572000027,28.43000031,0.629999995,0.757000029,0.731000006,0.405999988,0.56099999,0.513000011,0.162,0.164000005,0.096000001,0.128000006,0.184,0.057,0.323000014,0.187999994,0.340000004,0.170000002,0.382999986,0.216000006,0.405000001,0.108000003,0.182999998,0.100000001,63.50799942,118.3079987,93.5739975,27.375,29.20199966,9.211999893,10.40499973,12.53100014,58.70299911,87.01000214,8.578000069,22.00399971,30.50799942,10.29399967,0.386000007,1.968000054,0.075000003,0.356999993,0.791000009,5.453999996,1.251999974,0.605000019,0.842000008,0.818000019,0.086000003,0.074000001,387.4989929,151.0460052,17.26799965,140.1560059,10.96500015,3.691999912,19.43099976,14.24699974,348.7869873,97.86299896,99.16799927,28.2689991,35.39300156,2.200000048,28.19499969,0,0,1.789999962,1.845000029,2.73300004,1,412.9190063,549.4840088,385.0629883,402.2720032,413.3959961,3.335999966,6.640999794,1.687000036,2.378000021,126.4309998,0,21.26099968,16.28899956,9.673999786,nf
nf Mylan 2000.txt,76,312,7056,4.105000019,3.04399991,22.94599915,11.72099972,1.847000003,1.105999947,5.455999851,3.059000015,-1.442999959,7.489999771,0.081,53.18999863,-0.231000006,40.90000153,0.550999999,70.87999725,-0.119000003,45.61999893,-1.083999991,14.01000023,-1.921000004,2.74000001,-0.871999979,19.21999931,0.59799999,0.730000019,0.713999987,0.458999991,0.568000019,0.569000006,0.156000003,0.152999997,0.101000004,0.119000003,0.093000002,0.037999999,0.324999988,0.200000003,0.319999993,0.202000007,0.418000013,0.238000005,0.395999998,0.111000001,0.34799999,0.206,66.38600159,100.552002,88.15200043,28.34499931,26.50200081,5.385000229,11.3380003,21.82500076,52.57899857,85.31700134,4.393000126,26.07699966,33.4469986,11.3380003,0.280999988,1.963000059,0.075000003,0.453000009,0.757000029,5.842999935,1.337000012,0.611999989,0.851999998,0.828999996,0.098999999,0.086000003,384.0700073,136.4799957,15.02299976,139.7389984,8.928999901,2.40899992,15.16399956,13.18000031,318.8779907,93.67900085,123.5830002,27.06900024,27.06900024,1.417000055,11.1960001,0.566999972,1.559000015,2.125999928,1.86500001,2.780999899,0.944999993,402.5249939,552.8200073,390.197998,406.2529907,414.8930054,3.391000032,6.585000038,1.733999968,2.167000055,129.1100006,0,27.625,15.02400017,10.58699989,nf
nf Mylan 2001.txt,110,424,9604,3.855000019,2.846999884,23.09700012,10.94999981,1.889999986,1.136000037,5.518000126,3.134000063,-1.325000048,9.340000153,0.409000009,65.54000092,-0.505999982,30.85000038,0.758000016,77.33999634,0.165000007,56.36000061,-2.130000114,1.659999967,-2.423000097,0.779999971,-0.497000009,31.20999908,0.638000011,0.751999974,0.754000008,0.411000013,0.564999998,0.559000015,0.181999996,0.151999995,0.107000001,0.123999998,0.201000005,0.082000002,0.361999989,0.199000001,0.347000003,0.202999994,0.444000006,0.214000002,0.421999991,0.112000003,0.280999988,0.162,68.54699707,109.0429993,93.08599854,28.53000069,37.27600098,11.55799961,13.74400043,19.78300095,56.53900146,85.27700043,10.82900047,24.88500023,33.42399979,13.53600025,0.342000008,1.52699995,0.063000001,0.372999996,0.791999996,5.274000168,1.343000054,0.610000014,0.842000008,0.816999972,0.100000001,0.082999997,380.7789917,139.3170013,18.95000076,139.0050049,9.267000198,2.602999926,14.78600025,13.95300007,320.0750122,94.64700317,121.6159973,33.11100006,33.42399979,0.104000002,30.61199951,0,0,1.457999945,1.796000004,2.707000017,0.848999977,413.506012,545.6309814,388.9500122,401.6380005,408.9899902,3.196000099,6.414000034,1.75,2.131000042,126.5100021,0,23.95000076,15.54599953,10.47900009,nf
nf NCR 2000.txt,104,338,7830,3.25,2.447999954,23.43499947,14.51200008,1.944000006,1.082999945,5.703000069,3.114000082,-1.455000043,7.349999905,0.430999994,66.63999939,-0.314999998,37.83000183,0.591000021,72.23999786,-0.083999999,46.81000137,-1.906999946,2.869999886,-3.019999981,0.129999995,0.275000006,60.63999939,0.652999997,0.765999973,0.763000011,0.441000015,0.578999996,0.574999988,0.153999999,0.149000004,0.092,0.123000003,0.130999997,0.046999998,0.331,0.187999994,0.321999997,0.179000005,0.395999998,0.233999997,0.412999988,0.112999998,0.275999993,0.167999998,68.16699982,112.2959976,98.97799683,27.45800018,25.15999985,8.812000275,11.87699986,9.194999695,67.43299866,97.06300354,8.428999901,26.81999969,40.22999954,12.77099991,0.497999996,1.139000058,0.057999998,0.363999993,0.885999978,5.573999882,1.281999946,0.609000027,0.84799999,0.823000014,0.094999999,0.083999999,395.6579895,128.8630066,15.96399975,138.3139954,10.21700001,2.553999901,14.94299984,13.02700043,370.881012,94.3809967,95.52999878,27.58600044,26.94799995,0,23.49900055,0,0,0.765999973,1.822000027,2.690000057,1.159000039,426.1359863,548.1489868,385.9869995,402.6929932,415.3110046,3.249000072,6.589000225,1.843999982,2.490999937,126.3089981,0,18.85899925,16.38400078,9.302000046,nf
nf NCR 2001.txt,90,335,8255,3.721999884,2.917999983,24.97599983,15.16699982,1.957000017,1.095999956,5.727000237,3.15199995,-1.472000003,7.079999924,0.277999997,60.63999939,-0.284999996,38.97000122,0.713,76.11000061,-0.092,46.40999985,-1.924000025,2.74000001,-3.438999891,0.029999999,0.405999988,65.54000092,0.680000007,0.765999973,0.774999976,0.451999992,0.592999995,0.589999974,0.167999998,0.159999996,0.097000003,0.122000001,0.126000002,0.034000002,0.356000006,0.193000004,0.342999995,0.171000004,0.397000015,0.238000005,0.414999992,0.112000003,0.272000015,0.165999994,70.92199707,113.1200027,103.8160019,26.40800095,26.40800095,10.90200043,11.75,9.569999695,71.83499908,98.97000122,10.17599964,24.5909996,36.82600021,11.75,0.495000005,1.245000005,0.061999999,0.36500001,0.894999981,5.934000015,1.299000025,0.596000016,0.832000017,0.811999977,0.092,0.081,392.1260071,127.8010025,18.17099953,134.9490051,9.449000359,3.028000116,17.08099937,12.35599995,365.8389893,92.5510025,101.3919983,30.16300011,27.86199951,0.120999999,24.46999931,0,0,0.968999982,1.815000057,2.66899991,1.136999965,426.5150146,547.0869751,385.8150024,400.2160034,414.3890076,3.246000051,6.642000198,1.827000022,2.471999884,120.7750015,0,16.26099968,17.11300087,9.68200016,nf
nf occidental petroluem 2010.txt,339,751,15093,2.214999914,1.692999959,20.65399933,13.52799988,1.868000031,1.116000056,5.572999954,3.15899992,-1.628999949,5.159999847,0.736000001,76.73000336,-0.215000004,41.68000031,0.393999994,65.16999817,-0.045000002,48.40000153,-1.332000017,9.180000305,-2.756999969,0.300000012,0.345999986,63.31000137,0.620999992,0.648999989,0.684000015,0.449000001,0.481999993,0.518000007,0.150000006,0.165999994,0.086999997,0.127000004,0.044,0.007,0.310000002,0.224999994,0.331,0.206,0.324000001,0.248999998,0.409999996,0.128999993,0.238999993,0.136000007,62.92300034,114.0830002,95.34200287,26.63500023,28.02599907,6.162000179,10.00500011,19.01499939,62.54600143,91.56600189,5.697999954,23.38800049,32.06800079,13.51599979,0.370000005,1.399999976,0.077,0.370999992,0.887000024,4.513999939,1.281999946,0.624000013,0.839999974,0.822000027,0.125,0.082000002,397.7999878,118.0680008,14.31099987,148.3470001,7.883999825,2.053999901,16.43099976,9.607000351,385.8070068,93.35399628,98.85399628,27.76099968,10.7329998,0.264999986,0,0,0.264999986,0.861000001,1.873999953,2.727999926,1.33099997,400.2160034,551.4279785,395.9410095,411.8049927,416.4049988,3.266000032,6.301000118,1.690000057,2.434999943,134.3670044,0.066,28.40399933,14.28999996,12.07299995,nf
nf occidental petroluem 2011.txt,471,868,16441,1.843000054,1.498999953,19.38899994,13.9090004,1.860000014,1.100000024,5.554999828,3.092000008,-1.646000028,5.050000191,0.802999973,78.80999756,-0.140000001,44.43000031,0.372999996,64.43000031,0.050000001,51.99000168,-1.649000049,5.050000191,-2.948999882,0.159999996,0.418000013,65.91000366,0.610000014,0.635999978,0.671999991,0.421999991,0.455000013,0.488000005,0.150000006,0.171000004,0.083999999,0.130999997,0.037999999,0.007,0.31099999,0.228,0.356000006,0.200000003,0.291999996,0.247999996,0.409999996,0.140000001,0.231999993,0.135000005,65.89499664,119.0009995,97.0739975,26.57999992,28.64800072,7.056000233,10.52200031,19.03800011,64.23000336,92.81700134,6.568999767,23.11300087,31.81100082,11.55599976,0.375,1.628000021,0.057,0.280999988,0.893000007,3.878000021,1.327000022,0.595000029,0.824999988,0.808000028,0.125,0.078000002,394.3190002,119.0319977,14.5369997,143.0570068,8.576000214,2.190000057,15.69200039,9.670999527,386.8370056,92.63500214,99.26499939,27.43199921,11.06999969,0.30399999,0.061000001,0.061000001,0.243000001,0.912,1.871000051,2.717000008,1.25,398.9609985,551.1010132,395.6000061,412.3519897,416.881012,3.288000107,6.346000195,1.677000046,2.440000057,130.6490021,0,30.25399971,13.74499989,12.02000046,nf
nf Oracle 1999.txt,97,474,12005,4.887000084,3.467000008,25.68600082,15.88300037,1.914999962,1.113999963,5.631999969,3.140000105,-1.414000034,7.929999828,0.018999999,50.40000153,-0.524999976,30.14999962,1.011000037,84.37999725,0.241999999,59.47999954,-1.393000007,8.229999542,-2.559000015,0.540000021,-0.109999999,45.61999893,0.750999987,0.791000009,0.83099997,0.602999985,0.662,0.699000001,0.181999996,0.159999996,0.108999997,0.123000003,0.052999999,0.006,0.361999989,0.193000004,0.312000006,0.189999998,0.470999986,0.216999993,0.419,0.104000002,0.268000007,0.153999999,57.25099945,98.08699799,93.71099854,25.07299995,31.98699951,11.4119997,12.82800007,16.74300003,58.72600174,85.79799652,10.57900047,22.0739994,31.98699951,5.914000034,0.446999997,2.680999994,0.068999998,0.345999986,0.839999974,6.020999908,1.281000018,0.614000022,0.838999987,0.813000023,0.093999997,0.075000003,392.8359985,144.1900024,21.07500076,126.1139984,8.74600029,5.248000145,17.82600021,13.66100025,360.0169983,95.8769989,100.9570007,32.73600006,11.07900047,0.25,0,0,0,1.666000009,1.875,2.750999928,0.994000018,421.4639893,551.9819946,377.7210083,391.7890015,409.9670105,3.513999939,7.028999805,1.70599997,2.573999882,123.6149979,0,19.11899948,16.88500023,11.88000011,nf
nf Oracle 2000.txt,102,444,10849,4.353000164,3.075000048,24.83300018,15.43299961,1.902999997,1.093000054,5.614999771,3.105999947,-1.48300004,6.940000057,0.175999999,56.75,-0.451999992,32.63999939,0.977999985,83.40000153,0.059,51.99000168,-1.628000021,5.260000229,-2.47300005,0.680000007,-0.191,42.47000122,0.751999974,0.796999991,0.825999975,0.582000017,0.639999986,0.671000004,0.187999994,0.159999996,0.108000003,0.126000002,0.023,0.002,0.367000014,0.194000006,0.314999998,0.187999994,0.465999991,0.224999994,0.421999991,0.108999997,0.27700001,0.163000003,59.95199966,100.0739975,89.96199799,24.24200058,30.41799927,10.69200039,12.16699982,12.90400028,57.33200073,83.69400024,9.586000443,24.14999962,33.27500153,6.913000107,0.375999987,2.315999985,0.061999999,0.342000008,0.836000025,5.800000191,1.325000048,0.612999976,0.839999974,0.814999998,0.090999998,0.079000004,389.1600037,139.276001,19.54100037,127.9380035,9.31000042,4.701000214,15.57699966,14.47099972,362.1530151,94.7539978,103.4199982,30.41799927,10.13899994,0.27700001,0,0,0,2.028000116,1.850000024,2.732000113,0.971000016,424.5289917,548.9949951,380.7739868,393.4750061,413.3919983,3.493999958,7.120999813,1.722000003,2.617000103,124.6200027,0,21.04000092,16.39500046,11.43900013,nf
