,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,WRDPOSin,WRDPOSuh,RDFRE,RDFKGL,RDL2,class
f Computer Associates 2000.txt,111,408,9869,3.676000118,2.924000025,24.61800003,22.30500031,1.906000018,1.121000051,5.612999916,3.15199995,-1.585999966,5.710000038,0.203999996,57.93000031,-0.55400002,29.12000084,0.409999996,65.91000366,0.133000001,55.16999817,-1.501000047,6.679999828,-1.733999968,4.179999828,-0.518999994,30.14999962,0.672999978,0.735000014,0.781000018,0.504000008,0.578000009,0.621999979,0.135000005,0.140000001,0.086000003,0.116999999,0.032000002,0.004,0.300999999,0.172999993,0.289999992,0.180000007,0.42899999,0.216999993,0.397000015,0.104000002,0.296999991,0.172999993,78.60900116,110.2649994,82.17700195,25.2310009,29.8920002,7.296000004,12.4630003,28.06800079,49.04199982,75.69200134,6.992000103,25.2310009,32.42499924,7.296000004,0.284000009,2.602999926,0.057999998,0.372000009,0.805000007,5.948999882,1.327000022,0.592000008,0.856999993,0.836000025,0.101999998,0.086999997,400.5469971,135.8800049,13.47700024,133.8529968,9.524999619,5.369999886,17.63100052,12.1590004,357.2810059,95.65399933,101.7340012,28.06800079,11.95699978,0.101000004,0.101000004,0,0,2.431999922,1.875,2.729000092,0.936999977,416.0450134,551.802002,378.5339966,394.3359985,412.6140137,3.334000111,6.787000179,1.651000023,2.443000078,124.8349991,0,21.0359993,16.33499908,9.911999702,f
f Computer Associates 2001.txt,208,543,12599,2.611000061,1.805999994,23.60400009,13.3210001,1.911999941,1.108999968,5.623000145,3.105000019,-1.504999995,6.679999828,0.221000001,58.70999908,-0.638000011,26.43000031,0.836000025,79.66999817,0.056000002,51.99000168,-1.620000005,5.260000229,-1.861999989,3.140000105,-0.169,43.25,0.721000016,0.771000028,0.802999973,0.573000014,0.625999987,0.662999988,0.158000007,0.143000007,0.103,0.120999999,0.030999999,0.005,0.32100001,0.187000006,0.340000004,0.169,0.388999999,0.228,0.402999997,0.104000002,0.261999995,0.152999997,66.17900085,98.28500366,83.73699951,26.98600006,28.33600044,8.890000343,13.81099987,24.68400002,50.63899994,79.4509964,8.493000031,26.98600006,38.1780014,8.017000198,0.412999988,2.00999999,0.057999998,0.310000002,0.842000008,5.681000233,1.317000031,0.587000012,0.836000025,0.814999998,0.101999998,0.086000003,396.5390015,131.7559967,13.73099995,132.7089996,9.524999619,3.730000019,16.27099991,12.22299957,354.552002,92.62599945,106.4369965,26.51000023,11.82600021,0,0.079000004,0,0,3.016000032,1.883999944,2.75999999,0.936999977,422.7850037,550.7210083,376.4719849,392.2349854,413.8640137,3.303999901,6.864999771,1.754999995,2.451999903,124.5339966,0,21.52899933,16.02099991,11.30300045,f
f Computer Sciences Corporation 2009.txt,248,836,20929,3.371000051,2.309999943,25.61700058,13.53299999,1.845999956,1.067000031,5.420000076,3.035000086,-1.422000051,7.78000021,0.252999991,59.86999893,-0.885999978,18.94000053,0.952000022,82.88999939,0.289000005,61.02999878,-1.516000032,6.550000191,-1.921000004,2.74000001,-0.252000004,40.13000107,0.69599998,0.754000008,0.786000013,0.485000014,0.592000008,0.598999977,0.169,0.144999996,0.109999999,0.125,0.103,0.022,0.352999985,0.180999994,0.340999991,0.179000005,0.47299999,0.206,0.423999995,0.098999999,0.187999994,0.104999997,61.22000122,103.689003,89.20600128,29.29000092,32.20399857,7.501999855,14.76399994,16.77099991,52.89300156,87.67700195,7.215000153,24.17700005,35.11899948,8.744000435,0.451999992,2.15199995,0.086000003,0.379000008,0.819999993,6.452000141,1.292000055,0.588,0.842999995,0.82099998,0.097000003,0.081,393.3779907,136.1269989,18.58699989,146.352005,10.70300007,3.584000111,15.67199993,12.75699997,342.6830139,97.71099854,103.3010025,32.2519989,19.15999985,0,13.90400028,0,0,1.146999955,1.863000035,2.755000114,0.865999997,425.3850098,548.6090088,371.0320129,389.8309937,408.9230042,3.303999901,6.864999771,1.667000055,2.420000076,134.7890015,0.048,25.25300026,15.95600033,11.10499954,f
f Computer Sciences Corporation 2010.txt,239,791,19261,3.309999943,2.568000078,24.78100014,13.27000046,1.843000054,1.062999964,5.410999775,3.029000044,-1.393000007,8.229999542,0.30399999,61.79000092,-0.941999972,17.36000061,0.771000028,77.94000244,0.150000006,55.56999969,-1.707999945,4.460000038,-2.164000034,1.539999962,-0.068999998,47.61000061,0.648999989,0.709999979,0.740999997,0.449999988,0.563000023,0.565999985,0.159999996,0.144999996,0.105999999,0.126000002,0.119000003,0.026000001,0.34799999,0.180999994,0.349000007,0.169,0.441000015,0.209000006,0.419999987,0.100000001,0.206,0.115000002,64.00800323,109.2289963,90.07800293,28.0359993,31.98200035,9.812999725,13.4989996,16.1989994,54.4620018,85.35399628,9.501000404,23.72699928,33.79899979,9.656999588,0.423999995,1.909000039,0.082000002,0.335999995,0.838,6.181000233,1.287999988,0.584999979,0.847000003,0.824000001,0.090999998,0.078000002,387.3110046,142.1009979,19.88500023,143.0870056,11.00699997,3.634000063,16.40600014,13.55099964,333.0570068,100.0469971,107.7829971,32.0340004,21.90999985,0,16.25,0,0,1.246000051,1.860000014,2.742000103,0.896000028,426.1570129,547.7050171,370.4970093,389.3099976,408.519989,3.286999941,6.956999779,1.659000039,2.378000021,132.8589935,0.052000001,26.20199966,15.65400028,10.20800018,f
f Diamond Foods 2010.txt,259,617,13271,2.381999969,2.128999949,21.84300041,14.18099976,1.833999991,1.050999999,5.394999981,2.976000071,-0.99000001,16.11000061,0.328000009,62.54999924,-0.189999998,42.47000122,0.663999975,74.54000092,0.037999999,51.20000076,-1.978000045,2.440000057,-2.875999928,0.209999993,0.152999997,55.95999908,0.558000028,0.731000006,0.657000005,0.328000009,0.564999998,0.442000002,0.164000005,0.155000001,0.103,0.128999993,0.268000007,0.079999998,0.324999988,0.200000003,0.340999991,0.175999999,0.331999987,0.222000003,0.407000005,0.120999999,0.272000015,0.152999997,65.89199829,114.9150009,96.60199738,27.12700081,32.77799988,11.52900028,11.07699966,15.89900017,62.99499893,90.1210022,11.07699966,22.07799911,33.5320015,14.84399986,0.51700002,1.146000028,0.061000001,0.307000011,0.870000005,4.665999889,1.315999985,0.615999997,0.842999995,0.816999972,0.090999998,0.071000002,386.4819946,148.5950012,13.56299973,135.0310059,8.213000298,3.617000103,17.78300095,13.33699989,345.9419861,94.04000092,102.0279999,24.63999939,55.68500137,0.075000003,52.29399872,0.075000003,0,2.109999895,1.84800005,2.730000019,1.047999978,401.5939941,554.039978,388.7579956,404.4289856,424.9899902,3.368000031,6.762000084,1.687000036,2.382999897,129.5310059,0,29.84700012,14.43999958,10.1420002,f
f Diamond Foods 2011.txt,217,567,12673,2.612999916,2.069999933,22.69099998,13.3210001,1.830000043,1.057000041,5.366000175,2.996999979,-0.934000015,17.62000084,0.256999999,59.86999893,-0.453999996,32.63999939,0.82099998,79.38999939,0.061000001,52.38999939,-1.916000009,2.809999943,-2.892999887,0.189999998,0.074000001,52.79000092,0.579999983,0.744000018,0.671000004,0.342999995,0.588,0.453000009,0.172999993,0.165000007,0.108000003,0.136000007,0.279000014,0.081,0.335000008,0.202999994,0.342999995,0.187999994,0.363999993,0.224000007,0.414999992,0.123000003,0.270999998,0.151999995,64.60700226,111.439003,97.29299927,26.82900047,34.71900177,13.17800045,11.20499992,17.99099922,62.73199844,88.13999939,12.70400047,21.22599983,32.50999832,13.88799953,0.529999971,1.202999949,0.071000002,0.326999992,0.85799998,5.372000217,1.315000057,0.611000001,0.838,0.811999977,0.094999999,0.072999999,384.0450134,154.6600037,13.41399956,134.6170044,10.10000038,4.656000137,16.33399963,14.99300003,335.1210022,97.13600159,96.89900208,25.48699951,55.47200012,0.079000004,52.23699951,0,0,1.894000053,1.860000014,2.752000093,1.014000058,403.802002,554.3060303,380.6239929,397.4249878,419.2479858,3.299000025,6.822999954,1.63499999,2.335999966,127.2779999,0,29.33099937,14.72099972,11.11800003,f
f enrc 2008.txt,390,945,19716,2.423000097,2.249000072,21.37999916,12.54100037,1.738000035,1.02699995,5.197000027,2.927999973,-1.241000056,10.75,0.246999994,59.47999954,-0.381999999,35.20000076,0.244000003,59.47999954,-0.134000003,44.83000183,-1.154000044,12.51000023,-1.48300004,6.940000057,0.191,57.52999878,0.535000026,0.629999995,0.632000029,0.354999989,0.449999988,0.449999988,0.123999998,0.140000001,0.075000003,0.114,0.125,0.061999999,0.254999995,0.194000006,0.252000004,0.173999995,0.270999998,0.222000003,0.370000005,0.115999997,0.228,0.122000001,63.81100082,98.52500153,77.44999695,25.56299973,26.17200089,6.796999931,11.00599957,16.8390007,46.45999908,73.4940033,5.578999996,26.57699966,33.6780014,8.013999939,0.26699999,2.395999908,0.050000001,0.293000013,0.873000026,4.705999851,1.156999946,0.600000024,0.851999998,0.828999996,0.086999997,0.068999998,414.7390137,126.3440018,13.54199982,143.0310059,9.586000443,1.065000057,13.84700012,12.3760004,334.6019897,90.68800354,90.18099976,24.85300064,31.04100037,0.050999999,25.61400032,0,0,1.065000057,1.894999981,2.835999966,1.087000012,419.0769958,549.8740234,387.9049988,411.6130066,423.8399963,3.203000069,6.31099987,1.713999987,2.141000032,131.3650055,0,38.62400055,13.05500031,8.861000061,f
f enrc 2009.txt,382,830,16444,2.173000097,1.873999953,20.24300003,12.71700001,1.764999986,1.052000046,5.204999924,2.98300004,-1.350000024,8.850000381,0.386000007,64.80000305,-0.601000011,27.43000031,0.075000003,52.79000092,-0.245000005,40.52000046,-1.113000035,13.35000038,-1.407999992,8.079999924,0.27700001,60.63999939,0.521000028,0.59799999,0.609000027,0.368000001,0.428000003,0.449999988,0.108000003,0.122000001,0.068999998,0.104999997,0.078000002,0.024,0.250999987,0.194999993,0.25999999,0.185000002,0.273000002,0.215000004,0.370000005,0.118000001,0.248999998,0.136000007,66.27200317,97.92299652,77.83999634,25.23699951,23.22999954,5.53399992,11.06799984,16.54100037,45.30500031,74.86000061,4.073999882,26.14900017,32.47399902,9.121999741,0.240999997,2.15899992,0.054000001,0.26699999,0.882000029,4.429999828,1.208999991,0.611999989,0.85799998,0.836000025,0.082000002,0.071999997,399.5379944,132.2669983,16.29800034,151.4839935,11.00699997,1.58099997,14.29100037,12.8920002,347.7869873,91.33899689,90.125,27.54800034,21.64900017,0.243000001,15.38599968,0,0.122000001,0.851000011,1.921000004,2.862999916,1.116999984,415.1329956,550.6719971,385.1879883,407.9490051,417.1380005,3.312000036,6.31099987,1.623999953,2.23300004,141.996994,0,37.4070015,12.96399975,8.286999702,f
f Enron 1999.txt,234,797,16281,3.405999899,3.34800005,20.78800011,11.76599979,1.851999998,1.062999964,5.460999966,3.01699996,-1.307999969,9.680000305,0.546000004,70.54000092,-0.054000001,48.00999832,-0.236000001,40.90000153,-0.173999995,43.25,-1.309000015,9.510000229,-1.858999968,3.140000105,-0.916999996,18.13999939,0.540000021,0.638000011,0.615999997,0.404000014,0.503000021,0.493000001,0.114,0.120999999,0.075999998,0.098999999,0.162,0.048999999,0.219999999,0.173999995,0.172000006,0.152999997,0.31099999,0.204999998,0.344000012,0.104999997,0.287999988,0.163000003,89.09200287,131.3860016,84.26999664,23.46299934,22.35700035,5.40500021,16.33799934,15.78499985,51.10300064,81.81300354,4.114999771,25.79700089,33.29000092,17.93499947,0.289999992,1.003000021,0.056000002,0.398000002,0.787999988,4.379000187,1.220000029,0.640999973,0.88499999,0.865999997,0.089000002,0.082999997,383.2070007,156.1940002,17.19799995,126.4660034,6.203999996,3.00999999,20.08499908,17.07500076,374.7319946,109.7600021,96.92199707,29.17499924,28.74500084,0.123000003,18.54899979,0.307000011,0.184,2.579999924,1.91900003,2.733999968,1.13499999,397.0849915,553.8980103,383.4830017,408.7770081,426.973999,3.484999895,5.926000118,1.779000044,2.328000069,116.5159988,0,29.42099953,14.23099995,8.99600029,f
f Enron 2000.txt,271,751,14633,2.770999908,2.017999887,19.89699936,11.05099964,1.873999953,1.07099998,5.521999836,3.063999891,-1.299000025,9.850000381,0.605000019,72.56999969,-0.186000004,42.86000061,-0.133000001,44.83000183,-0.34799999,36.68999863,-1.404999971,8.079999924,-1.672000051,4.75,-0.876999974,19.21999931,0.542999983,0.656000018,0.633000016,0.393000007,0.495000005,0.483999997,0.122000001,0.131999999,0.075000003,0.098999999,0.155000001,0.041000001,0.238000005,0.180000007,0.230000004,0.166999996,0.296999991,0.197999999,0.345999986,0.101999998,0.26699999,0.153999999,86.62200165,131.5850067,79.47799683,22.27799988,20.36499977,4.646999836,13.66800022,14.76099968,49.20399857,78.72599792,3.279999971,28.8390007,37.10800171,16.26499939,0.286000013,0.995999992,0.046,0.377000004,0.791000009,4.031000137,1.207999945,0.63499999,0.876999974,0.85799998,0.096000001,0.085000001,386.4549866,154.7870026,19.34000015,133.3970032,6.834000111,2.255000114,21.38999939,17.49500084,366.9790039,112.3479996,99.29699707,29.93199921,29.72699928,0,18.79299927,0,0,2.529000044,1.922999978,2.730000019,1.195000052,399.0539856,552.427002,382.2109985,406.7179871,425.3210144,3.588000059,6.159999847,1.748999953,2.367000103,120.413002,0,28.5170002,14.12199974,9.925000191,f
f FISCHER IMAGING CORP 1999.txt,265,815,17160,3.075000048,2.513999939,21.53000069,13.21800041,1.896000028,1.121999979,5.514999866,3.079999924,-1.467000008,7.210000038,0.432000011,66.63999939,-0.616999984,27.09000015,0.430999994,66.63999939,0.122000001,54.77999878,-1.236999989,10.93000031,-1.871000051,3.069999933,-0.616999984,27.09000015,0.666000009,0.699000001,0.744000018,0.493000001,0.532999992,0.578000009,0.151999995,0.151999995,0.089000002,0.115999997,0.030999999,0.004,0.303000003,0.200000003,0.300000012,0.193000004,0.34799999,0.228,0.398000002,0.115000002,0.246000007,0.135000005,68.39099884,115.2519989,80.76899719,25.17499924,31.46899986,10.95600033,11.65499973,15.44299984,48.07699966,73.77600098,10.02299976,26.92300034,36.01399994,7.051000118,0.337000012,2.368999958,0.061999999,0.314999998,0.800000012,5.053999901,1.309999943,0.630999982,0.855000019,0.827000022,0.093000002,0.077,376.3989868,146.3869934,18.35700035,134.7899933,9.090999603,4.196000099,16.6079998,13.40299988,357.4590149,97.66799927,100.9909973,29.19599915,8.392000198,0.057999998,0,0,0.407999992,0.583000004,1.924999952,2.815000057,1.156999946,415.4110107,557.2739868,381.7730103,397.1499939,414.803009,3.434999943,6.611000061,1.769000053,2.421000004,129.6040039,0,25.06299973,14.99400043,11.34799957,f
f FISCHER IMAGING CORP 2001.txt,203,730,14749,3.595999956,4.293000221,20.53199959,11.00300026,1.875,1.090999961,5.460999966,3.078999996,-1.050999999,14.68999958,0.686999977,75.16999817,-0.658999979,25.45999908,0.521000028,69.84999847,0.432000011,66.63999939,-2.029000044,2.119999886,-2.322000027,1.019999981,-0.957000017,17.11000061,0.638999999,0.745000005,0.740999997,0.38499999,0.527999997,0.5,0.175999999,0.158000007,0.097999997,0.123000003,0.170000002,0.050000001,0.319999993,0.197999999,0.25999999,0.186000004,0.335999995,0.231999993,0.40200001,0.114,0.273999989,0.152999997,68.17199707,131.8619995,90.85399628,29.76499939,39.12099838,14.3739996,12.47500038,17.22200012,52.00400162,81.42900085,12.61100006,27.12000084,37.15499878,12.81400013,0.368999988,1.64199996,0.054000001,0.259000003,0.768000007,4.72300005,1.218999982,0.623000026,0.852999985,0.828999996,0.097000003,0.081,373.1099854,167.4689941,19.72999954,137.2969971,12.27200031,4.81400013,15.52600002,14.84799957,333.5140076,100.2099991,102.447998,33.0870018,35.93500137,0,32.20600128,0.202999994,0.068000004,1.491999984,1.904999971,2.792999983,1.049000025,411.5329895,556.6359863,378.8160095,395.4240112,415.4519958,3.365999937,6.836999893,1.692000031,2.371000051,132.1450043,0,27.70299911,14.41499996,12.40600014,f
f Gerber Scientific Inc 2000.txt,129,417,9389,3.23300004,2.548000097,23.16300011,12.36600018,1.827000022,1.049999952,5.461999893,3.007999897,-1.56099999,5.940000057,0.136000007,55.16999817,-0.324999988,37.45000076,0.723999977,76.41999817,0.300999999,61.79000092,-1.100999951,13.56999969,-2.084000111,1.879999995,0.428000003,66.27999878,0.716000021,0.757000029,0.778999984,0.52700001,0.569000006,0.61500001,0.156000003,0.145999998,0.094999999,0.119999997,0.037999999,0.005,0.32100001,0.197999999,0.310000002,0.192000002,0.386000007,0.229000002,0.411000013,0.111000001,0.284999996,0.158999994,62.08800125,97.8219986,88.40100098,30.35499954,26.94599915,6.710000038,7.136000156,19.38400078,54.42499924,85.52600098,5.750999928,25.45499992,36.31900024,7.03000021,0.425000012,3.372999907,0.067000002,0.342999995,0.888999999,5.723999977,1.338000059,0.59799999,0.842000008,0.814999998,0.094999999,0.088,406.8590088,111.7259979,14.91100025,145.3829956,10.33100033,3.302000046,15.23099995,5.857999802,364.256012,91.70300293,90.95800018,23.75099945,8.307999611,0.107000001,0,0,0,1.277999997,1.881000042,2.812999964,1.052999973,420.1350098,553.0170288,390.6919861,403.3619995,414.6480103,3.322999954,6.519000053,1.65199995,2.345000029,132.7089996,0,29.41699982,14.75,10.69699955,f
f Gerber Scientific Inc 2001.txt,187,502,11311,2.684000015,1.817000031,23.22299957,11.96000004,1.835999966,1.054999948,5.467000008,2.983999968,-1.605000019,5.480000019,0.120999999,54.77999878,-0.352999985,36.31999969,0.853999972,80.23000336,0.279000014,60.63999939,-1.157999992,12.51000023,-1.988000035,2.390000105,0.136000007,55.16999817,0.711000025,0.749000013,0.779999971,0.537999988,0.583999991,0.632000029,0.162,0.156000003,0.097000003,0.119000003,0.037999999,0.005,0.331999987,0.194000006,0.347000003,0.175999999,0.384000003,0.228,0.411000013,0.108999997,0.259000003,0.143999994,63.15399933,97.31700134,87.43699646,29.79400063,25.90399933,6.984000206,9.017999649,15.73700047,53.04600143,84.69599915,5.922999859,24.31299973,36.68999863,6.718999863,0.507000029,3.181999922,0.068999998,0.335999995,0.85799998,5.735000134,1.335000038,0.569999993,0.827000022,0.800000012,0.097999997,0.086999997,397.7539978,120.9440002,15.38300037,141.9859924,10.34399986,2.65199995,14.4989996,9.017999649,359.0299988,93.18399811,97.69300079,23.4279995,8.399000168,0.088,0,0,0,1.149000049,1.871000051,2.79399991,1.014000058,420.9219971,551.0310059,388.0299988,402.0400085,415.0109863,3.394000053,6.572000027,1.669999957,2.351000071,133.1450043,0,28.63899994,14.86200047,10.98200035,f
f Global Crossing 2000.txt,307,854,19083,2.782000065,2.352999926,22.64100075,12.42700005,1.855999947,1.095999956,5.388999939,3.119999886,-0.985000014,16.35000038,0.284000009,61.02999878,-0.828999996,20.32999992,0.674000025,74.86000061,-0.089000002,46.40999985,-1.733999968,4.179999828,-2.002000093,2.279999971,-0.515999973,30.5,0.624000013,0.754999995,0.734000027,0.375999987,0.564999998,0.5,0.163000003,0.148000002,0.097000003,0.123000003,0.248999998,0.078000002,0.324999988,0.182999998,0.305000007,0.172999993,0.374000013,0.208000004,0.400999993,0.105999999,0.234999999,0.125,67.84200287,119.3389969,87.98400116,25.78199959,31.23200035,9.222999573,13.10099983,16.19199944,52.8219986,81.90499878,8.175000191,22.63800049,31.65099907,13.78199959,0.397000015,1.273000002,0.079999998,0.342000008,0.805000007,5.245999813,1.230000019,0.621999979,0.848999977,0.825999975,0.094999999,0.071999997,388.5130005,149.5050049,15.2489996,141.3300018,9.274999619,5.65899992,20.6989994,14.77799988,331.9190063,98.14900208,91.65200043,29.03100014,47.84400177,0.472000003,41.45100021,0.052000001,0,2.77699995,1.889000058,2.792000055,0.999000013,410.2550049,551.7449951,373.7579956,395.2109985,410.5220032,3.303999901,6.380000114,1.715000033,2.197999954,135.3560028,0,27.13699913,15.02499962,11.24699974,f
